station_type,station_name,longitude,latitude,user_type,age,hour,num
start,Monmouth and 6th,-74.04879033565521,40.72568548362901,Subscriber,31-35,22.0,77
end,Sip Ave,-74.06378388404846,40.73074262530658,Subscriber,21-25,23.0,69
start,Warren St,-74.03805095,40.7211236,Subscriber,,23.0,3
start,Columbus Drive,-74.03891444206238,40.71835519823214,Customer,,23.0,13
end,Grove St PATH,-74.04311746358871,40.71958611647166,Subscriber,31-35,23.0,53
end,Grove St PATH,-74.04311746358871,40.71958611647166,Subscriber,36-40,0.0,16
start,Christ Hospital,-74.050443636,40.734785818,Subscriber,41-45,1.0,5
start,Christ Hospital,-74.050443636,40.734785818,Customer,,1.0,1
end,Christ Hospital,-74.050443636,40.734785818,Customer,,1.0,1
start,Oakland Ave,-74.0524783,40.7376037,Subscriber,31-35,4.0,21
end,City Hall,-74.043845,40.7177325,Subscriber,31-35,4.0,7
end,City Hall,-74.043845,40.7177325,Subscriber,31-35,4.0,17
end,Sip Ave,-74.06378388404846,40.73074262530658,Subscriber,31-35,4.0,7
end,McGinley Square,-74.06762212514877,40.7253399253558,Subscriber,26-30,5.0,3
end,Essex Light Rail,-74.0364857,40.7127742,Subscriber,41-45,5.0,51
end,Exchange Place,-74.0334588,40.7162469,Subscriber,31-35,6.0,28
end,Paulus Hook,-74.0335519,40.7141454,Subscriber,46-50,7.0,18
end,JC Medical Center,-74.0496379137039,40.71653978099194,Subscriber,36-40,7.0,49
end,Grove St PATH,-74.04311746358871,40.71958611647166,Subscriber,60-,7.0,28
start,Marin Light Rail,-74.04281705617905,40.71458403535893,Subscriber,41-45,7.0,202
start,Dixon Mills,-74.04996782541275,40.721630142638354,Subscriber,41-45,7.0,626
start,Hilltop,-74.0575736,40.7311689,Subscriber,31-35,7.0,21
end,Baldwin at Montgomery,-74.0641943,40.7236589,Subscriber,26-30,8.0,105
end,Monmouth and 6th,-74.04879033565521,40.72568548362901,Subscriber,31-35,8.0,86
start,Monmouth and 6th,-74.04879033565521,40.72568548362901,Subscriber,51-60,8.0,61
end,Monmouth and 6th,-74.04879033565521,40.72568548362901,Subscriber,51-60,8.0,56
start,Manila & 1st,-74.04288411140442,40.72165072487999,Subscriber,46-50,9.0,350
start,Lafayette Park,-74.06285852193832,40.71346382669195,Subscriber,46-50,9.0,110
start,Marin Light Rail,-74.04281705617905,40.71458403535893,Subscriber,,9.0,13
start,Lafayette Park,-74.06285852193832,40.71346382669195,Subscriber,31-35,9.0,852
start,Columbus Drive,-74.03891444206238,40.71835519823214,Subscriber,36-40,9.0,579
start,Manila & 1st,-74.04288411140442,40.72165072487999,Subscriber,51-60,9.0,117
end,Marin Light Rail,-74.04281705617905,40.71458403535893,Subscriber,51-60,9.0,107
start,Dixon Mills,-74.04996782541275,40.721630142638354,Subscriber,41-45,9.0,499
start,5 Corners Library,-74.0595030784607,40.73496102000952,Customer,,10.0,3
start,Jersey & 3rd,-74.04595255851744,40.72333158646436,Subscriber,21-25,11.0,33
end,Hilltop,-74.0575736,40.7311689,Subscriber,41-45,11.0,4
end,Hamilton Park,-74.044247311,40.727595966,Subscriber,,11.0,33
start,Manila & 1st,-74.04288411140442,40.72165072487999,Subscriber,41-45,11.0,171
end,Hamilton Park,-74.044247311,40.727595966,Subscriber,26-30,12.0,272
start,Columbus Drive,-74.03891444206238,40.71835519823214,Subscriber,36-40,12.0,256
end,Newport PATH,-74.0337589,40.7272235,Subscriber,36-40,13.0,292
end,Lincoln Park,-74.07840594649315,40.7246050998869,Subscriber,41-45,13.0,3
end,Newport Pkwy,-74.0321082,40.7287448,Subscriber,41-45,13.0,133
end,Warren St,-74.03805095,40.7211236,Subscriber,51-60,13.0,211
start,Marin Light Rail,-74.04281705617905,40.71458403535893,Subscriber,51-60,13.0,192
start,Columbus Drive,-74.03891444206238,40.71835519823214,Subscriber,36-40,14.0,331
start,Jersey & 3rd,-74.04595255851744,40.72333158646436,Subscriber,21-25,14.0,39
end,Exchange Place,-74.0334588,40.7162469,Subscriber,,14.0,1
end,City Hall,-74.043845,40.7177325,Subscriber,46-50,14.0,22
start,Columbus Drive,-74.03891444206238,40.71835519823214,Subscriber,21-25,15.0,53
end,Grove St PATH,-74.04311746358871,40.71958611647166,Subscriber,51-60,15.0,114
start,Essex Light Rail,-74.0364857,40.7127742,Subscriber,,16.0,13
end,Essex Light Rail,-74.0364857,40.7127742,Subscriber,,16.0,9
start,Columbus Drive,-74.03891444206238,40.71835519823214,Subscriber,26-30,16.0,249
start,Baldwin at Montgomery,-74.0641943,40.7236589,Subscriber,51-60,17.0,12
start,Columbus Drive,-74.03891444206238,40.71835519823214,Subscriber,,17.0,12
end,Columbus Drive,-74.03891444206238,40.71835519823214,Subscriber,,17.0,55
start,Manila & 1st,-74.04288411140442,40.72165072487999,Subscriber,26-30,17.0,241
start,Columbus Drive,-74.03891444206238,40.71835519823214,Subscriber,51-60,17.0,228
start,Dixon Mills,-74.04996782541275,40.721630142638354,Subscriber,41-45,17.0,111
start,Essex Light Rail,-74.0364857,40.7127742,Subscriber,,18.0,34
end,Newport PATH,-74.0337589,40.7272235,Subscriber,36-40,18.0,647
start,Marin Light Rail,-74.04281705617905,40.71458403535893,Subscriber,51-60,18.0,221
end,Newark Ave,-74.046304543,40.72152515,Subscriber,46-50,18.0,31
start,Manila & 1st,-74.04288411140442,40.72165072487999,Subscriber,36-40,18.0,552
start,Manila & 1st,-74.04288411140442,40.72165072487999,Subscriber,31-35,18.0,624
end,Exchange Place,-74.0334588,40.7162469,Customer,,18.0,25
end,Sip Ave,-74.06378388404846,40.73074262530658,Subscriber,46-50,18.0,250
end,Paulus Hook,-74.0335519,40.7141454,Subscriber,26-30,18.0,538
start,Lafayette Park,-74.06285852193832,40.71346382669195,Subscriber,31-35,18.0,107
start,Van Vorst Park,-74.047726625,40.71848892,Subscriber,,19.0,9
end,Van Vorst Park,-74.047726625,40.71848892,Subscriber,,19.0,13
start,Monmouth and 6th,-74.04879033565521,40.72568548362901,Customer,,20.0,5
start,Monmouth and 6th,-74.04879033565521,40.72568548362901,Subscriber,21-25,20.0,37
start,City Hall,-74.043845,40.7177325,Subscriber,,20.0,10
end,City Hall,-74.043845,40.7177325,Subscriber,,20.0,12
start,Dixon Mills,-74.04996782541275,40.721630142638354,Subscriber,16-20,20.0,4
end,Exchange Place,-74.0334588,40.7162469,Subscriber,21-25,20.0,95
start,Newport Pkwy,-74.0321082,40.7287448,Subscriber,,20.0,18
end,Newport Pkwy,-74.0321082,40.7287448,Subscriber,,20.0,28
end,Hamilton Park,-74.044247311,40.727595966,Subscriber,,20.0,35
start,Monmouth and 6th,-74.04879033565521,40.72568548362901,Subscriber,31-35,21.0,174
end,JC Medical Center,-74.0496379137039,40.71653978099194,Subscriber,31-35,21.0,227
start,Morris Canal,-74.03852552175522,40.7124188237569,Subscriber,41-45,21.0,144
start,Marin Light Rail,-74.04281705617905,40.71458403535893,Subscriber,60-,22.0,19
end,Marin Light Rail,-74.04281705617905,40.71458403535893,Subscriber,60-,22.0,19
end,Exchange Place,-74.0334588,40.7162469,Subscriber,41-45,22.0,24
start,Marin Light Rail,-74.04281705617905,40.71458403535893,Subscriber,36-40,22.0,159
end,Grove St PATH,-74.04311746358871,40.71958611647166,Subscriber,26-30,23.0,102
start,Marin Light Rail,-74.04281705617905,40.71458403535893,Subscriber,51-60,23.0,66
start,Christ Hospital,-74.050443636,40.734785818,Customer,,23.0,5
end,McGinley Square,-74.06762212514877,40.7253399253558,Subscriber,46-50,0.0,16
start,Jersey & 3rd,-74.04595255851744,40.72333158646436,Subscriber,46-50,1.0,9
end,Jersey & 3rd,-74.04595255851744,40.72333158646436,Subscriber,46-50,1.0,8
start,Columbus Drive,-74.03891444206238,40.71835519823214,Subscriber,36-40,1.0,15
start,Manila & 1st,-74.04288411140442,40.72165072487999,Subscriber,31-35,2.0,38
end,Manila & 1st,-74.04288411140442,40.72165072487999,Subscriber,31-35,2.0,44
end,JC Medical Center,-74.0496379137039,40.71653978099194,Subscriber,31-35,3.0,14
start,Jersey & 3rd,-74.04595255851744,40.72333158646436,Subscriber,51-60,5.0,30
end,Jersey & 3rd,-74.04595255851744,40.72333158646436,Subscriber,51-60,5.0,8
end,Exchange Place,-74.0334588,40.7162469,Subscriber,31-35,5.0,8
start,Jersey & 3rd,-74.04595255851744,40.72333158646436,Subscriber,26-30,6.0,25
end,City Hall,-74.043845,40.7177325,Subscriber,41-45,2.0,27
start,Marin Light Rail,-74.04281705617905,40.71458403535893,Subscriber,,7.0,1
end,Marin Light Rail,-74.04281705617905,40.71458403535893,Subscriber,,7.0,14
start,Dixon Mills,-74.04996782541275,40.721630142638354,Subscriber,41-45,8.0,848
start,Dixon Mills,-74.04996782541275,40.721630142638354,Subscriber,51-60,9.0,47
start,Jersey & 6th St,-74.04557168483734,40.72528910781132,Subscriber,,9.0,17
start,Baldwin at Montgomery,-74.0641943,40.7236589,Subscriber,51-60,9.0,62
end,Van Vorst Park,-74.047726625,40.71848892,Subscriber,46-50,9.0,61
end,Grove St PATH,-74.04311746358871,40.71958611647166,Subscriber,31-35,10.0,127
start,Monmouth and 6th,-74.04879033565521,40.72568548362901,Subscriber,51-60,10.0,58
start,Dey St,-74.066921,40.737711,Subscriber,21-25,11.0,15
start,Monmouth and 6th,-74.04879033565521,40.72568548362901,Subscriber,36-40,11.0,234
end,Sip Ave,-74.06378388404846,40.73074262530658,Subscriber,21-25,12.0,13
start,Marin Light Rail,-74.04281705617905,40.71458403535893,Subscriber,41-45,12.0,176
start,Marin Light Rail,-74.04281705617905,40.71458403535893,Subscriber,36-40,12.0,370
start,Columbus Drive,-74.03891444206238,40.71835519823214,Subscriber,31-35,13.0,446
start,Monmouth and 6th,-74.04879033565521,40.72568548362901,Subscriber,41-45,14.0,77
start,Marin Light Rail,-74.04281705617905,40.71458403535893,Subscriber,36-40,15.0,354
start,Dey St,-74.066921,40.737711,Subscriber,21-25,15.0,13
start,Marin Light Rail,-74.04281705617905,40.71458403535893,Subscriber,51-60,16.0,199
start,McGinley Square,-74.06762212514877,40.7253399253558,Subscriber,60-,16.0,121
end,Newark Ave,-74.046304543,40.72152515,Subscriber,31-35,16.0,306
end,Grove St PATH,-74.04311746358871,40.71958611647166,Subscriber,51-60,16.0,112
end,Brunswick St,-74.0506564,40.7241765,Subscriber,21-25,16.0,11
end,Newport PATH,-74.0337589,40.7272235,Subscriber,60-,16.0,63
end,Newport Pkwy,-74.0321082,40.7287448,Subscriber,41-45,16.0,148
start,Van Vorst Park,-74.047726625,40.71848892,Subscriber,,17.0,6
start,Monmouth and 6th,-74.04879033565521,40.72568548362901,Subscriber,,17.0,13
end,Monmouth and 6th,-74.04879033565521,40.72568548362901,Subscriber,,17.0,30
start,Monmouth and 6th,-74.04879033565521,40.72568548362901,Subscriber,36-40,17.0,248
end,Exchange Place,-74.0334588,40.7162469,Subscriber,21-25,17.0,2
start,Columbus Drive,-74.03891444206238,40.71835519823214,Subscriber,46-50,18.0,106
end,Sip Ave,-74.06378388404846,40.73074262530658,Subscriber,,18.0,17
start,Van Vorst Park,-74.047726625,40.71848892,Subscriber,60-,18.0,113
end,Hamilton Park,-74.044247311,40.727595966,Subscriber,,18.0,3
end,Hamilton Park,-74.044247311,40.727595966,Subscriber,,19.0,3
start,Oakland Ave,-74.0524783,40.7376037,Subscriber,46-50,19.0,19
start,Columbus Drive,-74.03891444206238,40.71835519823214,Subscriber,41-45,19.0,249
end,Columbus Drive,-74.03891444206238,40.71835519823214,Subscriber,41-45,19.0,405
start,Manila & 1st,-74.04288411140442,40.72165072487999,Subscriber,41-45,19.0,274
end,Grove St PATH,-74.04311746358871,40.71958611647166,Subscriber,51-60,19.0,419
start,Dixon Mills,-74.04996782541275,40.721630142638354,Subscriber,,19.0,3
end,Exchange Place,-74.0334588,40.7162469,Subscriber,26-30,19.0,341
start,Marin Light Rail,-74.04281705617905,40.71458403535893,Subscriber,21-25,20.0,91
end,Essex Light Rail,-74.0364857,40.7127742,Subscriber,26-30,20.0,412
start,Columbus Drive,-74.03891444206238,40.71835519823214,Subscriber,21-25,21.0,102
start,Columbus Drive,-74.03891444206238,40.71835519823214,Subscriber,36-40,21.0,207
start,Hilltop,-74.0575736,40.7311689,Subscriber,,21.0,1
end,Dey St,-74.066921,40.737711,Subscriber,21-25,21.0,68
start,Monmouth and 6th,-74.04879033565521,40.72568548362901,Customer,,21.0,9
end,Newport PATH,-74.0337589,40.7272235,Subscriber,60-,22.0,29
start,Monmouth and 6th,-74.04879033565521,40.72568548362901,Subscriber,21-25,22.0,10
end,Exchange Place,-74.0334588,40.7162469,Subscriber,51-60,22.0,44
end,Grove St PATH,-74.04311746358871,40.71958611647166,Subscriber,41-45,22.0,91
start,Monmouth and 6th,-74.04879033565521,40.72568548362901,Subscriber,26-30,23.0,39
start,Monmouth and 6th,-74.04879033565521,40.72568548362901,Subscriber,41-45,23.0,25
end,Grove St PATH,-74.04311746358871,40.71958611647166,Subscriber,21-25,23.0,24
start,Jersey & 6th St,-74.04557168483734,40.72528910781132,Subscriber,51-60,23.0,17
end,Grove St PATH,-74.04311746358871,40.71958611647166,Subscriber,51-60,0.0,27
end,Sip Ave,-74.06378388404846,40.73074262530658,Subscriber,36-40,0.0,2
end,Newport PATH,-74.0337589,40.7272235,Subscriber,,0.0,2
start,Liberty Light Rail,-74.0557013,40.7112423,Subscriber,31-35,0.0,17
end,JC Medical Center,-74.0496379137039,40.71653978099194,Subscriber,31-35,0.0,48
end,Newport Pkwy,-74.0321082,40.7287448,Customer,,4.0,6
start,Marin Light Rail,-74.04281705617905,40.71458403535893,Subscriber,31-35,4.0,8
start,Paulus Hook,-74.0335519,40.7141454,Customer,,5.0,2
start,Manila & 1st,-74.04288411140442,40.72165072487999,Subscriber,31-35,6.0,11
start,Marin Light Rail,-74.04281705617905,40.71458403535893,Subscriber,21-25,7.0,48
end,Grove St PATH,-74.04311746358871,40.71958611647166,Subscriber,60-,8.0,16
end,Lafayette Park,-74.06285852193832,40.71346382669195,Subscriber,36-40,8.0,65
start,Manila & 1st,-74.04288411140442,40.72165072487999,Subscriber,41-45,8.0,145
end,JC Medical Center,-74.0496379137039,40.71653978099194,Subscriber,60-,8.0,83
start,Jersey & 3rd,-74.04595255851744,40.72333158646436,Subscriber,31-35,8.0,608
end,Hamilton Park,-74.044247311,40.727595966,Subscriber,41-45,8.0,288
start,Marin Light Rail,-74.04281705617905,40.71458403535893,Subscriber,41-45,8.0,308
end,Manila & 1st,-74.04288411140442,40.72165072487999,Subscriber,26-30,9.0,722
start,Manila & 1st,-74.04288411140442,40.72165072487999,Subscriber,36-40,9.0,175
end,Essex Light Rail,-74.0364857,40.7127742,Subscriber,36-40,9.0,1
start,Columbus Drive,-74.03891444206238,40.71835519823214,Subscriber,21-25,10.0,37
end,Liberty Light Rail,-74.0557013,40.7112423,Subscriber,46-50,11.0,17
start,Jersey & 3rd,-74.04595255851744,40.72333158646436,Subscriber,51-60,11.0,166
start,Manila & 1st,-74.04288411140442,40.72165072487999,Subscriber,26-30,12.0,209
start,Jersey & 3rd,-74.04595255851744,40.72333158646436,Subscriber,46-50,12.0,137
start,Newport Pkwy,-74.0321082,40.7287448,Subscriber,,12.0,23
start,Manila & 1st,-74.04288411140442,40.72165072487999,Customer,,12.0,19
end,Exchange Place,-74.0334588,40.7162469,Subscriber,31-35,13.0,1
end,Exchange Place,-74.0334588,40.7162469,Subscriber,26-30,13.0,1
start,Jersey & 3rd,-74.04595255851744,40.72333158646436,Subscriber,46-50,13.0,130
start,Grove St PATH,-74.04311746358871,40.71958611647166,Subscriber,,13.0,34
start,Morris Canal,-74.03852552175522,40.7124188237569,Subscriber,60-,14.0,81
start,Columbus Drive,-74.03891444206238,40.71835519823214,Subscriber,46-50,14.0,106
end,Dixon Mills,-74.04996782541275,40.721630142638354,Subscriber,31-35,14.0,80
start,Lafayette Park,-74.06285852193832,40.71346382669195,Subscriber,31-35,14.0,141
start,Columbus Drive,-74.03891444206238,40.71835519823214,Subscriber,36-40,15.0,205
start,Lafayette Park,-74.06285852193832,40.71346382669195,Subscriber,26-30,15.0,76
start,Lafayette Park,-74.06285852193832,40.71346382669195,Subscriber,31-35,15.0,93
start,Newark Ave,-74.046304543,40.72152515,Subscriber,,16.0,6
end,Newark Ave,-74.046304543,40.72152515,Subscriber,,16.0,15
start,Morris Canal,-74.03852552175522,40.7124188237569,Subscriber,31-35,16.0,255
start,Garfield Ave Station,-74.07003879547119,40.7104670233797,Subscriber,31-35,16.0,7
end,Warren St,-74.03805095,40.7211236,Subscriber,26-30,17.0,273
end,Hamilton Park,-74.044247311,40.727595966,Subscriber,41-45,17.0,243
start,Monmouth and 6th,-74.04879033565521,40.72568548362901,Subscriber,,18.0,8
end,Monmouth and 6th,-74.04879033565521,40.72568548362901,Subscriber,,18.0,17
start,Jersey & 6th St,-74.04557168483734,40.72528910781132,Subscriber,46-50,18.0,174
end,Exchange Place,-74.0334588,40.7162469,Subscriber,21-25,19.0,327
start,Columbus Drive,-74.03891444206238,40.71835519823214,Subscriber,21-25,19.0,112
end,Monmouth and 6th,-74.04879033565521,40.72568548362901,Subscriber,16-20,19.0,1
end,Exchange Place,-74.0334588,40.7162469,Subscriber,16-20,19.0,19
start,Marin Light Rail,-74.04281705617905,40.71458403535893,Subscriber,60-,20.0,15
end,Paulus Hook,-74.0335519,40.7141454,Subscriber,21-25,21.0,81
start,Manila & 1st,-74.04288411140442,40.72165072487999,Subscriber,31-35,21.0,395
start,Newark Ave,-74.046304543,40.72152515,Subscriber,,21.0,9
start,Manila & 1st,-74.04288411140442,40.72165072487999,Subscriber,46-50,21.0,131
end,Liberty Light Rail,-74.0557013,40.7112423,Customer,,21.0,6
start,Monmouth and 6th,-74.04879033565521,40.72568548362901,Subscriber,36-40,21.0,98
start,Monmouth and 6th,-74.04879033565521,40.72568548362901,Subscriber,46-50,22.0,22
start,Monmouth and 6th,-74.04879033565521,40.72568548362901,Subscriber,41-45,22.0,31
start,Monmouth and 6th,-74.04879033565521,40.72568548362901,Subscriber,36-40,22.0,61
start,Columbus Drive,-74.03891444206238,40.71835519823214,Subscriber,26-30,23.0,228
end,Grove St PATH,-74.04311746358871,40.71958611647166,Subscriber,31-35,0.0,75
start,5 Corners Library,-74.0595030784607,40.73496102000952,Subscriber,46-50,0.0,25
start,Brunswick St,-74.0506564,40.7241765,Subscriber,46-50,1.0,16
start,Jersey & 3rd,-74.04595255851744,40.72333158646436,Subscriber,51-60,1.0,5
end,City Hall,-74.043845,40.7177325,Subscriber,26-30,1.0,56
start,Paulus Hook,-74.0335519,40.7141454,Subscriber,51-60,5.0,3
end,Paulus Hook,-74.0335519,40.7141454,Subscriber,51-60,5.0,24
start,JC Medical Center,-74.0496379137039,40.71653978099194,Subscriber,60-,7.0,14
start,Baldwin at Montgomery,-74.0641943,40.7236589,Subscriber,,8.0,5
start,Manila & 1st,-74.04288411140442,40.72165072487999,Subscriber,26-30,10.0,124
start,Marin Light Rail,-74.04281705617905,40.71458403535893,Subscriber,26-30,10.0,607
start,Lafayette Park,-74.06285852193832,40.71346382669195,Subscriber,31-35,10.0,324
start,Manila & 1st,-74.04288411140442,40.72165072487999,Subscriber,41-45,12.0,199
start,Dixon Mills,-74.04996782541275,40.721630142638354,Customer,,12.0,18
end,City Hall,-74.043845,40.7177325,Subscriber,41-45,12.0,157
end,Monmouth and 6th,-74.04879033565521,40.72568548362901,Subscriber,31-35,12.0,365
end,Grove St PATH,-74.04311746358871,40.71958611647166,Customer,,12.0,15
end,Newark Ave,-74.046304543,40.72152515,Subscriber,41-45,13.0,64
start,Morris Canal,-74.03852552175522,40.7124188237569,Subscriber,51-60,13.0,242
end,Grove St PATH,-74.04311746358871,40.71958611647166,Subscriber,26-30,15.0,139
start,Monmouth and 6th,-74.04879033565521,40.72568548362901,Subscriber,31-35,16.0,272
end,Newark Ave,-74.046304543,40.72152515,Subscriber,46-50,16.0,31
start,Dey St,-74.066921,40.737711,Subscriber,21-25,16.0,19
end,Columbus Drive,-74.03891444206238,40.71835519823214,Subscriber,21-25,17.0,70
start,Marin Light Rail,-74.04281705617905,40.71458403535893,Subscriber,46-50,17.0,119
start,Monmouth and 6th,-74.04879033565521,40.72568548362901,Subscriber,21-25,17.0,50
end,JC Medical Center,-74.0496379137039,40.71653978099194,Subscriber,31-35,17.0,3
start,Jersey & 6th St,-74.04557168483734,40.72528910781132,Subscriber,46-50,17.0,139
start,Jersey & 3rd,-74.04595255851744,40.72333158646436,Customer,,18.0,13
start,JC Medical Center,-74.0496379137039,40.71653978099194,Subscriber,60-,18.0,71
start,Lafayette Park,-74.06285852193832,40.71346382669195,Subscriber,46-50,18.0,30
end,Liberty Light Rail,-74.0557013,40.7112423,Subscriber,31-35,18.0,500
end,Liberty Light Rail,-74.0557013,40.7112423,Subscriber,41-45,18.0,103
start,Dixon Mills,-74.04996782541275,40.721630142638354,Customer,,18.0,11
start,Columbus Drive,-74.03891444206238,40.71835519823214,Customer,,18.0,26
end,Sip Ave,-74.06378388404846,40.73074262530658,Subscriber,41-45,18.0,53
end,5 Corners Library,-74.0595030784607,40.73496102000952,Subscriber,,19.0,7
end,Morris Canal,-74.03852552175522,40.7124188237569,Subscriber,,19.0,25
end,Newark Ave,-74.046304543,40.72152515,Subscriber,46-50,20.0,55
start,Dixon Mills,-74.04996782541275,40.721630142638354,Subscriber,46-50,20.0,76
start,Jersey & 6th St,-74.04557168483734,40.72528910781132,Customer,,20.0,12
end,Marin Light Rail,-74.04281705617905,40.71458403535893,Subscriber,26-30,22.0,111
end,JC Medical Center,-74.0496379137039,40.71653978099194,Subscriber,21-25,22.0,31
end,Grove St PATH,-74.04311746358871,40.71958611647166,Subscriber,46-50,22.0,181
end,Newport PATH,-74.0337589,40.7272235,Subscriber,51-60,23.0,17
start,Jersey & 3rd,-74.04595255851744,40.72333158646436,Subscriber,46-50,23.0,48
end,Grove St PATH,-74.04311746358871,40.71958611647166,Customer,,23.0,4
end,Warren St,-74.03805095,40.7211236,Subscriber,26-30,0.0,89
end,Grove St PATH,-74.04311746358871,40.71958611647166,Subscriber,31-35,0.0,27
start,Exchange Place,-74.0334588,40.7162469,Subscriber,,0.0,9
end,Exchange Place,-74.0334588,40.7162469,Subscriber,,0.0,9
end,Sip Ave,-74.06378388404846,40.73074262530658,Subscriber,21-25,0.0,11
start,Monmouth and 6th,-74.04879033565521,40.72568548362901,Subscriber,26-30,0.0,22
end,Sip Ave,-74.06378388404846,40.73074262530658,Subscriber,51-60,1.0,204
end,Paulus Hook,-74.0335519,40.7141454,Subscriber,31-35,1.0,74
end,Grove St PATH,-74.04311746358871,40.71958611647166,Subscriber,46-50,2.0,3
end,Grove St PATH,-74.04311746358871,40.71958611647166,Subscriber,26-30,2.0,11
end,Grove St PATH,-74.04311746358871,40.71958611647166,Subscriber,26-30,3.0,16
start,Marin Light Rail,-74.04281705617905,40.71458403535893,Subscriber,31-35,3.0,15
start,Warren St,-74.03805095,40.7211236,Subscriber,46-50,4.0,3
end,Warren St,-74.03805095,40.7211236,Subscriber,46-50,4.0,10
start,Jersey & 6th St,-74.04557168483734,40.72528910781132,Subscriber,36-40,4.0,4
end,Jersey & 6th St,-74.04557168483734,40.72528910781132,Subscriber,36-40,4.0,8
end,Hamilton Park,-74.044247311,40.727595966,Subscriber,51-60,7.0,11
start,Sip Ave,-74.06378388404846,40.73074262530658,Customer,,8.0,5
start,Dixon Mills,-74.04996782541275,40.721630142638354,Customer,31-35,8.0,3
end,Dixon Mills,-74.04996782541275,40.721630142638354,Customer,31-35,8.0,62
end,Newport Pkwy,-74.0321082,40.7287448,Subscriber,21-25,9.0,70
end,Morris Canal,-74.03852552175522,40.7124188237569,Subscriber,31-35,9.0,229
end,Exchange Place,-74.0334588,40.7162469,Subscriber,,10.0,4
end,Warren St,-74.03805095,40.7211236,Subscriber,26-30,10.0,52
end,Newport Pkwy,-74.0321082,40.7287448,Subscriber,21-25,10.0,44
end,Paulus Hook,-74.0335519,40.7141454,Subscriber,21-25,10.0,25
start,Liberty Light Rail,-74.0557013,40.7112423,Subscriber,,10.0,2
start,Jersey & 3rd,-74.04595255851744,40.72333158646436,Subscriber,21-25,10.0,31
end,JC Medical Center,-74.0496379137039,40.71653978099194,Subscriber,36-40,10.0,216
start,Monmouth and 6th,-74.04879033565521,40.72568548362901,Subscriber,21-25,11.0,54
start,Liberty Light Rail,-74.0557013,40.7112423,Subscriber,,11.0,3
start,Grove St PATH,-74.04311746358871,40.71958611647166,Customer,31-35,11.0,27
end,Grove St PATH,-74.04311746358871,40.71958611647166,Customer,31-35,11.0,8
end,Newark Ave,-74.046304543,40.72152515,Subscriber,31-35,11.0,98
end,Morris Canal,-74.03852552175522,40.7124188237569,Subscriber,,11.0,25
end,City Hall,-74.043845,40.7177325,Subscriber,46-50,11.0,60
start,Jersey & 6th St,-74.04557168483734,40.72528910781132,Subscriber,51-60,11.0,219
end,Paulus Hook,-74.0335519,40.7141454,Subscriber,36-40,11.0,132
start,Columbus Drive,-74.03891444206238,40.71835519823214,Subscriber,31-35,11.0,383
start,Manila & 1st,-74.04288411140442,40.72165072487999,Subscriber,46-50,12.0,132
start,Marin Light Rail,-74.04281705617905,40.71458403535893,Subscriber,51-60,12.0,143
end,Grove St PATH,-74.04311746358871,40.71958611647166,Subscriber,26-30,13.0,55
end,City Hall,-74.043845,40.7177325,Subscriber,46-50,13.0,145
end,Newark Ave,-74.046304543,40.72152515,Subscriber,41-45,14.0,245
end,Morris Canal,-74.03852552175522,40.7124188237569,Subscriber,26-30,14.0,1
end,Morris Canal,-74.03852552175522,40.7124188237569,Customer,,14.0,2
start,Marin Light Rail,-74.04281705617905,40.71458403535893,Subscriber,26-30,14.0,402
end,Marin Light Rail,-74.04281705617905,40.71458403535893,Subscriber,26-30,14.0,75
start,Marin Light Rail,-74.04281705617905,40.71458403535893,Subscriber,41-45,15.0,110
start,Columbus Drive,-74.03891444206238,40.71835519823214,Subscriber,46-50,15.0,149
end,Grove St PATH,-74.04311746358871,40.71958611647166,Subscriber,,15.0,1
end,Newport PATH,-74.0337589,40.7272235,Subscriber,31-35,15.0,338
end,City Hall,-74.043845,40.7177325,Subscriber,26-30,15.0,1
start,Dixon Mills,-74.04996782541275,40.721630142638354,Subscriber,46-50,16.0,72
start,Morris Canal,-74.03852552175522,40.7124188237569,Subscriber,51-60,16.0,260
start,JC Medical Center,-74.0496379137039,40.71653978099194,Subscriber,,16.0,4
end,JC Medical Center,-74.0496379137039,40.71653978099194,Subscriber,,16.0,20
end,Grove St PATH,-74.04311746358871,40.71958611647166,Subscriber,51-60,16.0,2
start,Monmouth and 6th,-74.04879033565521,40.72568548362901,Subscriber,21-25,16.0,45
start,Essex Light Rail,-74.0364857,40.7127742,Subscriber,,17.0,51
start,Monmouth and 6th,-74.04879033565521,40.72568548362901,Subscriber,51-60,19.0,39
end,Brunswick St,-74.0506564,40.7241765,Subscriber,46-50,19.0,110
end,Jersey & 3rd,-74.04595255851744,40.72333158646436,Subscriber,31-35,19.0,402
start,Columbus Drive,-74.03891444206238,40.71835519823214,Subscriber,,19.0,26
end,Grove St PATH,-74.04311746358871,40.71958611647166,Subscriber,60-,19.0,182
start,Hilltop,-74.0575736,40.7311689,Customer,,20.0,5
end,Sip Ave,-74.06378388404846,40.73074262530658,Subscriber,31-35,20.0,41
start,Marin Light Rail,-74.04281705617905,40.71458403535893,Subscriber,,20.0,12
end,Marin Light Rail,-74.04281705617905,40.71458403535893,Subscriber,,20.0,14
start,Warren St,-74.03805095,40.7211236,Subscriber,,21.0,6
start,City Hall,-74.043845,40.7177325,Subscriber,,21.0,9
start,Jersey & 3rd,-74.04595255851744,40.72333158646436,Customer,,21.0,9
